student_id,month,subject,lectures_conducted,lectures_attended,absences,attendance_percentage,prev_sem_attendance,trend,risk_label
STU0233,4,SUB3,20,14,6,72.78,84.0,stable,WARNING
STU0233,5,SUB3,18,12,6,68.98,84.0,stable,WARNING
STU0233,6,SUB3,24,17,7,71.01,84.0,stable,WARNING
STU0234,1,SUB5,22,14,8,64.23,55.1,improving,HIGH_RISK
STU0234,2,SUB1,18,11,7,65.28,55.1,improving,WARNING
STU0234,3,SUB5,18,11,7,66.15,55.1,improving,WARNING
STU0234,4,SUB4,20,13,7,68.65,55.1,improving,WARNING
STU0234,5,SUB4,21,13,8,65.65,55.1,improving,WARNING
STU0234,6,SUB5,23,16,7,73.07,55.1,improving,WARNING
STU0235,1,SUB2,21,16,5,80.35,95.3,improving,SAFE
STU0235,2,SUB3,20,16,4,81.01,95.3,improving,SAFE
STU0235,3,SUB2,18,14,4,83.31,95.3,improving,SAFE
STU0235,4,SUB3,21,17,4,84.2,95.3,improving,SAFE
STU0235,5,SUB3,18,15,3,85.73,95.3,improving,SAFE
STU0235,6,SUB4,19,16,3,84.86,95.3,improving,SAFE
STU0236,1,SUB4,18,13,5,75.39,79.7,improving,SAFE
STU0236,2,SUB4,22,16,6,76.68,79.7,improving,SAFE
STU0236,3,SUB4,20,15,5,79.81,79.7,improving,SAFE
STU0236,4,SUB5,24,18,6,78.7,79.7,improving,SAFE
STU0236,5,SUB5,20,15,5,78.21,79.7,improving,SAFE
STU0236,6,SUB4,19,16,3,86.21,79.7,improving,SAFE
STU0237,1,SUB4,23,22,1,95.72,65.7,declining,SAFE
STU0237,2,SUB2,24,22,2,92.75,65.7,declining,SAFE
STU0237,3,SUB4,20,18,2,93.69,65.7,declining,SAFE
STU0237,4,SUB2,22,20,2,92.47,65.7,declining,SAFE
STU0237,5,SUB2,22,19,3,89.71,65.7,declining,SAFE
STU0237,6,SUB1,22,19,3,87.52,65.7,declining,SAFE
STU0238,1,SUB3,24,22,2,94.73,97.7,declining,SAFE
STU0238,2,SUB4,18,16,2,92.05,97.7,declining,SAFE
STU0238,3,SUB3,19,17,2,91.02,97.7,declining,SAFE
STU0238,4,SUB2,23,21,2,92.1,97.7,declining,SAFE
STU0238,5,SUB4,24,21,3,87.68,97.7,declining,SAFE
STU0238,6,SUB4,22,20,2,91.88,97.7,declining,SAFE
STU0239,1,SUB4,23,18,5,79.31,79.1,stable,SAFE
STU0239,2,SUB3,24,18,6,77.05,79.1,stable,SAFE
STU0239,3,SUB5,24,18,6,77.99,79.1,stable,SAFE
STU0239,4,SUB1,18,13,5,77.35,79.1,stable,SAFE
STU0239,5,SUB3,23,18,5,78.4,79.1,stable,SAFE
STU0239,6,SUB1,22,16,6,74.78,79.1,stable,WARNING
STU0240,1,SUB3,24,20,4,83.53,78.2,stable,SAFE
STU0240,2,SUB1,21,18,3,86.93,78.2,stable,SAFE
STU0240,3,SUB2,20,16,4,81.19,78.2,stable,SAFE
STU0240,4,SUB5,22,18,4,84.2,78.2,stable,SAFE
STU0240,5,SUB2,22,18,4,84.61,78.2,stable,SAFE
STU0240,6,SUB4,21,17,4,83.81,78.2,stable,SAFE
STU0241,1,SUB4,18,14,4,82.59,88.6,stable,SAFE
STU0241,2,SUB1,21,17,4,82.32,88.6,stable,SAFE
STU0241,3,SUB2,23,18,5,82.39,88.6,stable,SAFE
STU0241,4,SUB4,20,16,4,83.78,88.6,stable,SAFE
STU0241,5,SUB4,22,19,3,86.39,88.6,stable,SAFE
STU0241,6,SUB4,18,15,3,83.78,88.6,stable,SAFE
STU0242,1,SUB1,24,16,8,67.76,86.1,declining,WARNING
STU0242,2,SUB1,20,13,7,67.65,86.1,declining,WARNING
STU0242,3,SUB2,19,12,7,64.17,86.1,declining,HIGH_RISK
STU0242,4,SUB2,22,13,9,63.62,86.1,declining,HIGH_RISK
STU0242,5,SUB4,21,13,8,63.73,86.1,declining,HIGH_RISK
STU0242,6,SUB2,21,13,8,63.63,86.1,declining,HIGH_RISK
STU0243,1,SUB2,22,15,7,70.76,59.3,stable,WARNING
STU0243,2,SUB4,21,15,6,73.28,59.3,stable,WARNING
STU0243,3,SUB2,19,13,6,70.61,59.3,stable,WARNING
STU0243,4,SUB1,23,16,7,72.25,59.3,stable,WARNING
STU0243,5,SUB5,24,17,7,74.05,59.3,stable,WARNING
STU0243,6,SUB2,20,14,6,71.7,59.3,stable,WARNING
STU0244,1,SUB3,23,18,5,82.61,72.9,declining,SAFE
STU0244,2,SUB4,22,17,5,81.05,72.9,declining,SAFE
STU0244,3,SUB3,20,15,5,79.7,72.9,declining,SAFE
STU0244,4,SUB2,22,16,6,76.77,72.9,declining,SAFE
STU0244,5,SUB3,23,17,6,75.24,72.9,declining,SAFE
STU0244,6,SUB1,22,15,7,72.57,72.9,declining,WARNING
STU0245,1,SUB3,19,11,8,59.11,83.6,declining,HIGH_RISK
STU0245,2,SUB4,22,12,10,56.99,83.6,declining,HIGH_RISK
STU0245,3,SUB5,19,10,9,56.69,83.6,declining,HIGH_RISK
STU0245,4,SUB4,19,10,9,55.77,83.6,declining,HIGH_RISK
STU0245,5,SUB2,23,12,11,52.8,83.6,declining,HIGH_RISK
STU0245,6,SUB3,21,10,11,52.07,83.6,declining,HIGH_RISK
STU0246,1,SUB3,24,21,3,89.78,57.0,declining,SAFE
STU0246,2,SUB2,21,18,3,87.35,57.0,declining,SAFE
STU0246,3,SUB5,21,18,3,88.83,57.0,declining,SAFE
STU0246,4,SUB4,21,18,3,86.17,57.0,declining,SAFE
STU0246,5,SUB4,21,17,4,83.57,57.0,declining,SAFE
STU0246,6,SUB5,18,15,3,83.81,57.0,declining,SAFE
STU0247,1,SUB3,22,15,7,68.47,51.5,improving,WARNING
STU0247,2,SUB5,21,14,7,69.06,51.5,improving,WARNING
STU0247,3,SUB4,24,17,7,72.4,51.5,improving,WARNING
STU0247,4,SUB5,18,13,5,72.86,51.5,improving,WARNING
STU0247,5,SUB5,24,17,7,70.92,51.5,improving,WARNING
STU0247,6,SUB5,20,15,5,77.97,51.5,improving,SAFE
STU0248,1,SUB4,19,16,3,88.84,91.1,improving,SAFE
STU0248,2,SUB2,24,21,3,88.99,91.1,improving,SAFE
STU0248,3,SUB4,18,16,2,90.52,91.1,improving,SAFE
STU0248,4,SUB1,24,21,3,91.26,91.1,improving,SAFE
STU0248,5,SUB2,18,16,2,93.47,91.1,improving,SAFE
STU0248,6,SUB5,23,21,2,92.57,91.1,improving,SAFE
STU0249,1,SUB2,22,17,5,80.81,84.5,stable,SAFE
STU0249,2,SUB2,24,19,5,82.95,84.5,stable,SAFE
STU0249,3,SUB3,22,18,4,83.07,84.5,stable,SAFE
STU0249,4,SUB5,22,17,5,81.43,84.5,stable,SAFE
STU0249,5,SUB3,23,18,5,79.25,84.5,stable,SAFE
STU0249,6,SUB5,20,15,5,79.98,84.5,stable,SAFE
STU0250,1,SUB4,24,21,3,87.87,99.3,stable,SAFE
STU0250,2,SUB2,20,18,2,92.57,99.3,stable,SAFE
STU0250,3,SUB2,19,17,2,91.26,99.3,stable,SAFE
STU0250,4,SUB2,20,17,3,87.93,99.3,stable,SAFE
STU0250,5,SUB4,23,21,2,91.62,99.3,stable,SAFE
STU0250,6,SUB3,22,19,3,89.99,99.3,stable,SAFE
STU0251,1,SUB1,24,17,7,72.99,81.4,declining,WARNING
STU0251,2,SUB3,23,16,7,72.23,81.4,declining,WARNING
STU0251,3,SUB4,20,13,7,69.81,81.4,declining,WARNING
STU0251,4,SUB5,20,13,7,66.73,81.4,declining,WARNING
STU0251,5,SUB1,24,17,7,71.92,81.4,declining,WARNING
STU0251,6,SUB3,21,13,8,64.86,81.4,declining,HIGH_RISK
STU0252,1,SUB2,24,17,7,74.91,92.5,stable,WARNING
STU0252,2,SUB3,20,14,6,72.07,92.5,stable,WARNING
STU0252,3,SUB2,22,15,7,71.13,92.5,stable,WARNING
STU0252,4,SUB3,21,15,6,72.5,92.5,stable,WARNING
STU0252,5,SUB1,24,17,7,74.47,92.5,stable,WARNING
STU0252,6,SUB4,23,15,8,69.38,92.5,stable,WARNING
STU0253,1,SUB2,21,15,6,74.48,50.8,improving,WARNING
STU0253,2,SUB3,19,14,5,77.96,50.8,improving,SAFE
STU0253,3,SUB1,20,15,5,76.19,50.8,improving,SAFE
STU0253,4,SUB1,20,15,5,79.9,50.8,improving,SAFE
STU0253,5,SUB2,23,18,5,79.26,50.8,improving,SAFE
STU0253,6,SUB3,23,17,6,77.44,50.8,improving,SAFE
STU0254,1,SUB1,18,13,5,74.09,86.3,improving,WARNING
STU0254,2,SUB2,18,13,5,75.1,86.3,improving,SAFE
STU0254,3,SUB4,22,17,5,77.63,86.3,improving,SAFE
STU0254,4,SUB3,23,17,6,75.51,86.3,improving,SAFE
STU0254,5,SUB4,24,19,5,82.09,86.3,improving,SAFE
STU0254,6,SUB1,21,17,4,82.7,86.3,improving,SAFE
STU0255,1,SUB3,20,17,3,87.08,61.4,improving,SAFE
STU0255,2,SUB4,19,17,2,90.07,61.4,improving,SAFE
STU0255,3,SUB2,24,21,3,91.4,61.4,improving,SAFE
STU0255,4,SUB2,23,21,2,92.27,61.4,improving,SAFE
STU0255,5,SUB1,22,19,3,89.44,61.4,improving,SAFE
STU0255,6,SUB4,19,18,1,94.92,61.4,improving,SAFE
STU0256,1,SUB5,21,17,4,82.73,67.6,improving,SAFE
STU0256,2,SUB2,24,20,4,85.07,67.6,improving,SAFE
STU0256,3,SUB2,18,15,3,83.9,67.6,improving,SAFE
STU0256,4,SUB4,22,19,3,88.52,67.6,improving,SAFE
STU0256,5,SUB3,21,18,3,87.14,67.6,improving,SAFE
STU0256,6,SUB3,19,17,2,92.13,67.6,improving,SAFE
STU0257,1,SUB3,22,17,5,80.2,82.2,improving,SAFE
STU0257,2,SUB1,23,18,5,82.13,82.2,improving,SAFE
STU0257,3,SUB3,23,19,4,84.11,82.2,improving,SAFE
STU0257,4,SUB5,22,18,4,82.03,82.2,improving,SAFE
STU0257,5,SUB3,21,17,4,82.71,82.2,improving,SAFE
STU0257,6,SUB2,24,21,3,87.61,82.2,improving,SAFE
STU0258,1,SUB5,18,12,6,66.82,74.7,improving,WARNING
STU0258,2,SUB3,18,12,6,69.03,74.7,improving,WARNING
STU0258,3,SUB4,19,13,6,71.07,74.7,improving,WARNING
STU0258,4,SUB4,22,15,7,72.53,74.7,improving,WARNING
STU0258,5,SUB2,23,16,7,70.61,74.7,improving,WARNING
STU0258,6,SUB1,24,18,6,75.23,74.7,improving,SAFE
STU0259,1,SUB4,18,10,8,56.42,50.8,improving,HIGH_RISK
STU0259,2,SUB5,23,13,10,58.11,50.8,improving,HIGH_RISK
STU0259,3,SUB4,21,12,9,60.55,50.8,improving,HIGH_RISK
STU0259,4,SUB5,22,12,10,58.09,50.8,improving,HIGH_RISK
STU0259,5,SUB1,20,12,8,62.71,50.8,improving,HIGH_RISK
STU0259,6,SUB2,22,13,9,61.38,50.8,improving,HIGH_RISK
STU0260,1,SUB1,23,18,5,79.15,98.7,improving,SAFE
STU0260,2,SUB2,21,16,5,80.0,98.7,improving,SAFE
STU0260,3,SUB4,18,14,4,79.83,98.7,improving,SAFE
STU0260,4,SUB5,22,17,5,80.76,98.7,improving,SAFE
STU0260,5,SUB2,23,18,5,80.98,98.7,improving,SAFE
STU0260,6,SUB2,23,18,5,82.14,98.7,improving,SAFE
STU0261,1,SUB3,22,17,5,77.37,85.1,improving,SAFE
STU0261,2,SUB3,19,14,5,77.85,85.1,improving,SAFE
STU0261,3,SUB1,18,14,4,81.14,85.1,improving,SAFE
STU0261,4,SUB3,21,16,5,80.36,85.1,improving,SAFE
STU0261,5,SUB5,20,16,4,82.77,85.1,improving,SAFE
STU0261,6,SUB4,21,17,4,84.99,85.1,improving,SAFE
STU0262,1,SUB2,20,15,5,77.83,75.5,improving,SAFE
STU0262,2,SUB5,18,14,4,78.25,75.5,improving,SAFE
STU0262,3,SUB2,18,14,4,81.02,75.5,improving,SAFE
STU0262,4,SUB1,18,14,4,82.93,75.5,improving,SAFE
STU0262,5,SUB2,18,15,3,85.42,75.5,improving,SAFE
STU0262,6,SUB4,20,15,5,79.9,75.5,improving,SAFE
STU0263,1,SUB4,22,21,1,96.83,96.0,improving,SAFE
STU0263,2,SUB4,19,18,1,96.71,96.0,improving,SAFE
STU0263,3,SUB3,20,20,0,100.0,96.0,improving,SAFE
STU0263,4,SUB3,22,22,0,100.0,96.0,improving,SAFE
STU0263,5,SUB1,23,22,1,98.44,96.0,improving,SAFE
STU0263,6,SUB5,24,23,1,99.65,96.0,improving,SAFE
STU0264,1,SUB3,20,11,9,56.77,99.1,declining,HIGH_RISK
STU0264,2,SUB4,22,12,10,55.98,99.1,declining,HIGH_RISK
STU0264,3,SUB3,19,10,9,56.43,99.1,declining,HIGH_RISK
STU0264,4,SUB5,20,10,10,52.58,99.1,declining,HIGH_RISK
STU0264,5,SUB5,20,10,10,53.64,99.1,declining,HIGH_RISK
STU0264,6,SUB2,24,11,13,46.22,99.1,declining,HIGH_RISK
STU0265,1,SUB4,18,15,3,86.17,86.6,stable,SAFE
STU0265,2,SUB3,22,18,4,84.84,86.6,stable,SAFE
STU0265,3,SUB1,23,20,3,88.52,86.6,stable,SAFE
STU0265,4,SUB4,18,16,2,90.41,86.6,stable,SAFE
STU0265,5,SUB3,23,20,3,89.79,86.6,stable,SAFE
STU0265,6,SUB2,22,18,4,85.32,86.6,stable,SAFE
STU0266,1,SUB1,20,19,1,97.53,71.0,improving,SAFE
STU0266,2,SUB5,19,18,1,97.95,71.0,improving,SAFE
STU0266,3,SUB4,20,20,0,100.0,71.0,improving,SAFE
STU0266,4,SUB5,18,18,0,100.0,71.0,improving,SAFE
STU0266,5,SUB4,19,19,0,100.0,71.0,improving,SAFE
STU0266,6,SUB1,22,22,0,100.0,71.0,improving,SAFE
STU0267,1,SUB4,20,13,7,66.07,71.7,improving,WARNING
STU0267,2,SUB3,23,15,8,68.28,71.7,improving,WARNING
STU0267,3,SUB2,20,13,7,68.11,71.7,improving,WARNING
STU0267,4,SUB2,19,12,7,67.63,71.7,improving,WARNING
STU0267,5,SUB1,22,16,6,73.53,71.7,improving,WARNING
STU0267,6,SUB4,19,13,6,69.58,71.7,improving,WARNING
STU0268,1,SUB2,24,14,10,59.15,73.3,declining,HIGH_RISK
STU0268,2,SUB3,21,12,9,57.84,73.3,declining,HIGH_RISK
STU0268,3,SUB2,18,9,9,54.86,73.3,declining,HIGH_RISK
STU0268,4,SUB5,20,10,10,53.35,73.3,declining,HIGH_RISK
STU0268,5,SUB3,24,13,11,57.39,73.3,declining,HIGH_RISK
STU0268,6,SUB2,23,12,11,55.86,73.3,declining,HIGH_RISK
STU0269,1,SUB2,20,15,5,75.56,98.4,declining,SAFE
STU0269,2,SUB4,21,15,6,75.99,98.4,declining,SAFE
STU0269,3,SUB2,22,16,6,73.08,98.4,declining,WARNING
STU0269,4,SUB2,18,13,5,74.51,98.4,declining,WARNING
STU0269,5,SUB2,18,13,5,73.67,98.4,declining,WARNING
STU0269,6,SUB4,24,17,7,72.9,98.4,declining,WARNING
STU0270,1,SUB3,22,20,2,92.82,68.6,stable,SAFE
STU0270,2,SUB1,18,17,1,97.82,68.6,stable,SAFE
STU0270,3,SUB4,19,18,1,98.3,68.6,stable,SAFE
STU0270,4,SUB3,18,17,1,97.17,68.6,stable,SAFE
STU0270,5,SUB1,21,19,2,93.05,68.6,stable,SAFE
STU0270,6,SUB4,22,20,2,93.32,68.6,stable,SAFE
STU0271,1,SUB2,21,15,6,75.26,91.1,declining,SAFE
STU0271,2,SUB3,19,14,5,74.27,91.1,declining,WARNING
STU0271,3,SUB1,19,13,6,73.57,91.1,declining,WARNING
STU0271,4,SUB2,22,15,7,70.65,91.1,declining,WARNING
STU0271,5,SUB4,21,14,7,68.98,91.1,declining,WARNING
STU0271,6,SUB1,21,13,8,65.39,91.1,declining,WARNING
STU0272,1,SUB5,24,14,10,60.1,54.4,declining,HIGH_RISK
STU0272,2,SUB5,24,14,10,59.15,54.4,declining,HIGH_RISK
STU0272,3,SUB3,21,11,10,55.82,54.4,declining,HIGH_RISK
STU0272,4,SUB4,24,13,11,56.02,54.4,declining,HIGH_RISK
STU0272,5,SUB5,22,12,10,55.82,54.4,declining,HIGH_RISK
STU0272,6,SUB2,20,11,9,55.01,54.4,declining,HIGH_RISK
STU0273,1,SUB3,24,16,8,66.79,51.3,stable,WARNING
STU0273,2,SUB5,21,12,9,61.77,51.3,stable,HIGH_RISK
STU0273,3,SUB2,22,13,9,63.56,51.3,stable,HIGH_RISK
STU0273,4,SUB2,18,12,6,67.26,51.3,stable,WARNING
STU0273,5,SUB5,20,13,7,65.36,51.3,stable,WARNING
STU0273,6,SUB1,23,15,8,66.32,51.3,stable,WARNING
STU0274,1,SUB3,21,17,4,81.73,88.2,improving,SAFE
STU0274,2,SUB2,24,20,4,83.56,88.2,improving,SAFE
STU0274,3,SUB3,22,18,4,82.05,88.2,improving,SAFE
STU0274,4,SUB3,23,19,4,86.59,88.2,improving,SAFE
STU0274,5,SUB3,18,16,2,89.11,88.2,improving,SAFE
STU0274,6,SUB2,22,20,2,91.28,88.2,improving,SAFE
STU0275,1,SUB5,21,19,2,92.69,78.2,improving,SAFE
STU0275,2,SUB1,21,19,2,92.91,78.2,improving,SAFE
STU0275,3,SUB5,19,17,2,92.88,78.2,improving,SAFE
STU0275,4,SUB4,22,20,2,94.29,78.2,improving,SAFE
STU0275,5,SUB2,22,20,2,93.48,78.2,improving,SAFE
STU0275,6,SUB2,20,20,0,100.0,78.2,improving,SAFE
STU0276,1,SUB2,23,13,10,56.84,95.9,declining,HIGH_RISK
STU0276,2,SUB5,24,13,11,54.24,95.9,declining,HIGH_RISK
STU0276,3,SUB3,18,9,9,52.19,95.9,declining,HIGH_RISK
STU0276,4,SUB4,23,11,12,51.33,95.9,declining,HIGH_RISK
STU0276,5,SUB3,20,10,10,50.67,95.9,declining,HIGH_RISK
STU0276,6,SUB4,19,9,10,51.66,95.9,declining,HIGH_RISK
STU0277,1,SUB5,22,18,4,82.15,89.6,declining,SAFE
STU0277,2,SUB5,19,15,4,79.55,89.6,declining,SAFE
STU0277,3,SUB3,21,16,5,77.75,89.6,declining,SAFE
STU0277,4,SUB2,20,15,5,76.51,89.6,declining,SAFE
STU0277,5,SUB5,18,14,4,79.08,89.6,declining,SAFE
STU0277,6,SUB5,24,18,6,76.39,89.6,declining,SAFE
STU0278,1,SUB2,22,15,7,70.54,51.6,stable,WARNING
STU0278,2,SUB4,18,12,6,69.52,51.6,stable,WARNING
STU0278,3,SUB1,23,15,8,66.53,51.6,stable,WARNING
STU0278,4,SUB2,20,13,7,67.11,51.6,stable,WARNING
STU0278,5,SUB3,18,12,6,69.5,51.6,stable,WARNING
STU0278,6,SUB2,20,13,7,68.36,51.6,stable,WARNING
STU0279,1,SUB1,23,16,7,71.75,62.5,improving,WARNING
STU0279,2,SUB4,21,14,7,71.22,62.5,improving,WARNING
STU0279,3,SUB4,21,15,6,75.93,62.5,improving,SAFE
STU0279,4,SUB5,20,15,5,77.36,62.5,improving,SAFE
STU0279,5,SUB4,24,18,6,75.39,62.5,improving,SAFE
STU0279,6,SUB2,22,17,5,80.17,62.5,improving,SAFE
STU0280,1,SUB3,18,16,2,89.92,58.1,improving,SAFE
STU0280,2,SUB1,18,16,2,91.15,58.1,improving,SAFE
STU0280,3,SUB2,21,19,2,92.4,58.1,improving,SAFE
STU0280,4,SUB1,22,21,1,95.76,58.1,improving,SAFE
STU0280,5,SUB4,22,20,2,94.4,58.1,improving,SAFE
STU0280,6,SUB2,21,20,1,98.71,58.1,improving,SAFE
STU0281,1,SUB2,19,11,8,61.1,80.4,declining,HIGH_RISK
STU0281,2,SUB5,22,13,9,59.53,80.4,declining,HIGH_RISK
STU0281,3,SUB3,20,11,9,59.06,80.4,declining,HIGH_RISK
STU0281,4,SUB4,18,10,8,58.33,80.4,declining,HIGH_RISK
STU0281,5,SUB4,24,13,11,54.97,80.4,declining,HIGH_RISK
STU0281,6,SUB1,20,11,9,57.37,80.4,declining,HIGH_RISK
STU0282,1,SUB2,21,18,3,88.99,71.4,declining,SAFE
STU0282,2,SUB2,19,16,3,89.14,71.4,declining,SAFE
STU0282,3,SUB4,18,15,3,86.06,71.4,declining,SAFE
STU0282,4,SUB4,20,16,4,83.36,71.4,declining,SAFE
STU0282,5,SUB3,23,19,4,84.4,71.4,declining,SAFE
STU0282,6,SUB4,22,19,3,86.61,71.4,declining,SAFE
STU0283,1,SUB4,20,13,7,69.72,59.2,declining,WARNING
STU0283,2,SUB3,19,13,6,68.49,59.2,declining,WARNING
STU0283,3,SUB1,19,12,7,66.85,59.2,declining,WARNING
STU0283,4,SUB5,20,13,7,68.37,59.2,declining,WARNING
STU0283,5,SUB5,24,15,9,65.28,59.2,declining,WARNING
STU0283,6,SUB4,18,11,7,65.84,59.2,declining,WARNING
STU0284,1,SUB5,21,19,2,94.99,90.9,declining,SAFE
STU0284,2,SUB3,21,19,2,92.88,90.9,declining,SAFE
STU0284,3,SUB1,24,22,2,94.67,90.9,declining,SAFE
STU0284,4,SUB5,22,20,2,91.51,90.9,declining,SAFE
STU0284,5,SUB2,22,19,3,88.94,90.9,declining,SAFE
STU0284,6,SUB4,24,22,2,92.44,90.9,declining,SAFE
STU0285,1,SUB1,19,18,1,98.52,58.6,improving,SAFE
STU0285,2,SUB4,23,22,1,99.07,58.6,improving,SAFE
STU0285,3,SUB2,24,23,1,99.21,58.6,improving,SAFE
STU0285,4,SUB3,20,20,0,100.0,58.6,improving,SAFE
STU0285,5,SUB1,24,24,0,100.0,58.6,improving,SAFE
STU0285,6,SUB4,22,22,0,100.0,58.6,improving,SAFE
STU0286,1,SUB5,18,13,5,75.47,77.6,declining,SAFE
STU0286,2,SUB4,24,17,7,74.58,77.6,declining,WARNING
STU0286,3,SUB2,19,14,5,75.34,77.6,declining,SAFE
STU0286,4,SUB1,22,15,7,71.95,77.6,declining,WARNING
STU0286,5,SUB1,22,14,8,67.91,77.6,declining,WARNING
STU0286,6,SUB5,24,16,8,67.27,77.6,declining,WARNING
STU0287,1,SUB5,22,14,8,64.88,94.0,declining,HIGH_RISK
STU0287,2,SUB3,19,12,7,63.94,94.0,declining,HIGH_RISK
STU0287,3,SUB5,22,13,9,63.04,94.0,declining,HIGH_RISK
STU0287,4,SUB1,21,12,9,60.27,94.0,declining,HIGH_RISK
STU0287,5,SUB2,20,12,8,60.89,94.0,declining,HIGH_RISK
STU0287,6,SUB3,21,13,8,62.91,94.0,declining,HIGH_RISK
STU0288,1,SUB3,20,14,6,71.22,94.9,improving,WARNING
STU0288,2,SUB1,24,17,7,73.06,94.9,improving,WARNING
STU0288,3,SUB2,19,14,5,75.4,94.9,improving,SAFE
STU0288,4,SUB4,23,16,7,73.33,94.9,improving,WARNING
STU0288,5,SUB3,20,15,5,77.83,94.9,improving,SAFE
STU0288,6,SUB1,22,17,5,79.09,94.9,improving,SAFE
STU0289,1,SUB5,21,20,1,95.39,59.4,improving,SAFE
STU0289,2,SUB1,24,23,1,97.88,59.4,improving,SAFE
STU0289,3,SUB1,19,18,1,98.1,59.4,improving,SAFE
STU0289,4,SUB4,22,21,1,98.14,59.4,improving,SAFE
STU0289,5,SUB5,24,23,1,97.79,59.4,improving,SAFE
STU0289,6,SUB2,18,18,0,100.0,59.4,improving,SAFE
STU0290,1,SUB1,21,19,2,91.86,59.6,improving,SAFE
STU0290,2,SUB2,23,21,2,94.74,59.6,improving,SAFE
STU0290,3,SUB4,24,22,2,93.72,59.6,improving,SAFE
STU0290,4,SUB1,23,22,1,96.02,59.6,improving,SAFE
STU0290,5,SUB3,19,18,1,98.6,59.6,improving,SAFE
STU0290,6,SUB2,21,20,1,98.39,59.6,improving,SAFE
STU0291,1,SUB3,19,15,4,79.21,98.0,declining,SAFE
STU0291,2,SUB1,23,17,6,76.99,98.0,declining,SAFE
STU0291,3,SUB1,21,16,5,77.45,98.0,declining,SAFE
STU0291,4,SUB2,22,16,6,77.26,98.0,declining,SAFE
STU0291,5,SUB2,23,16,7,71.31,98.0,declining,WARNING
STU0291,6,SUB4,20,14,6,71.14,98.0,declining,WARNING
STU0292,1,SUB2,23,13,10,57.85,75.7,stable,HIGH_RISK
STU0292,2,SUB2,18,10,8,55.99,75.7,stable,HIGH_RISK
STU0292,3,SUB3,24,12,12,53.9,75.7,stable,HIGH_RISK
STU0292,4,SUB3,23,13,10,56.66,75.7,stable,HIGH_RISK
STU0292,5,SUB3,21,11,10,54.93,75.7,stable,HIGH_RISK
STU0292,6,SUB4,19,10,9,55.14,75.7,stable,HIGH_RISK
STU0293,1,SUB1,18,16,2,89.83,65.1,stable,SAFE
STU0293,2,SUB3,23,20,3,90.51,65.1,stable,SAFE
STU0293,3,SUB5,22,19,3,90.81,65.1,stable,SAFE
STU0293,4,SUB1,23,20,3,89.14,65.1,stable,SAFE
STU0293,5,SUB3,20,18,2,90.34,65.1,stable,SAFE
STU0293,6,SUB3,24,21,3,91.29,65.1,stable,SAFE
STU0294,1,SUB2,19,18,1,96.85,63.1,stable,SAFE
STU0294,2,SUB1,19,18,1,96.05,63.1,stable,SAFE
STU0294,3,SUB5,24,23,1,97.78,63.1,stable,SAFE
STU0294,4,SUB2,20,19,1,95.37,63.1,stable,SAFE
STU0294,5,SUB4,23,22,1,97.27,63.1,stable,SAFE
STU0294,6,SUB4,20,19,1,98.93,63.1,stable,SAFE
STU0295,1,SUB2,22,12,10,57.77,70.2,stable,HIGH_RISK
STU0295,2,SUB2,23,12,11,55.58,70.2,stable,HIGH_RISK
STU0295,3,SUB4,23,13,10,57.64,70.2,stable,HIGH_RISK
STU0295,4,SUB3,23,13,10,58.96,70.2,stable,HIGH_RISK
STU0295,5,SUB2,24,13,11,56.56,70.2,stable,HIGH_RISK
STU0295,6,SUB2,22,12,10,58.56,70.2,stable,HIGH_RISK
STU0296,1,SUB5,24,14,10,59.61,64.7,declining,HIGH_RISK
STU0296,2,SUB3,19,10,9,57.21,64.7,declining,HIGH_RISK
STU0296,3,SUB3,19,10,9,56.06,64.7,declining,HIGH_RISK
STU0296,4,SUB3,24,13,11,57.16,64.7,declining,HIGH_RISK
STU0296,5,SUB3,20,10,10,54.85,64.7,declining,HIGH_RISK
STU0296,6,SUB4,20,11,9,55.16,64.7,declining,HIGH_RISK
STU0297,1,SUB5,22,12,10,55.86,92.6,declining,HIGH_RISK
STU0297,2,SUB5,19,10,9,56.09,92.6,declining,HIGH_RISK
STU0297,3,SUB4,23,12,11,55.27,92.6,declining,HIGH_RISK
STU0297,4,SUB1,21,10,11,52.13,92.6,declining,HIGH_RISK
STU0297,5,SUB2,19,9,10,48.28,92.6,declining,HIGH_RISK
STU0297,6,SUB4,20,9,11,45.38,92.6,declining,HIGH_RISK
STU0298,1,SUB1,19,11,8,59.37,99.4,declining,HIGH_RISK
STU0298,2,SUB2,23,13,10,58.7,99.4,declining,HIGH_RISK
STU0298,3,SUB1,18,10,8,58.25,99.4,declining,HIGH_RISK
STU0298,4,SUB2,19,10,9,56.45,99.4,declining,HIGH_RISK
STU0298,5,SUB4,19,10,9,54.34,99.4,declining,HIGH_RISK
STU0298,6,SUB1,24,12,12,51.09,99.4,declining,HIGH_RISK
STU0299,1,SUB4,21,17,4,81.13,56.5,declining,SAFE
STU0299,2,SUB2,22,17,5,81.23,56.5,declining,SAFE
STU0299,3,SUB3,18,13,5,77.45,56.5,declining,SAFE
STU0299,4,SUB2,22,16,6,75.7,56.5,declining,SAFE
STU0299,5,SUB2,18,14,4,79.61,56.5,declining,SAFE
STU0299,6,SUB3,20,15,5,77.2,56.5,declining,SAFE
STU0300,1,SUB1,18,13,5,75.68,56.4,declining,SAFE
